ACCOUNT_ID,CUSTOMER_ID,BRANCH_ID,OPENING_BALANCE,ACCOUNT_OPEN_DATE,ACCOUNT_TYPE,ACCOUNT_STATUS
A00441,C00441,B00010,841827,2017-11-26,Fixed Deposit,Closed
A00442,C00442,B00047,72507,2017-09-04,Checking,Active
A00443,C00443,B00026,7324,2022-05-03,Checking,Active
A00444,C00444,B00044,662990,2019-07-25,Fixed Deposit,Pending
A00445,C00445,B00028,498776,2019-09-13,Savings,Active
A00446,C00446,B00022,669545,2015-11-10,Fixed Deposit,Closed
A00447,C00447,B00020,228358,2018-07-24,Checking,Pending
A00448,C00448,B00004,806721,2015-12-25,Savings,Closed
A00449,C00449,B00007,944714,2015-10-26,Fixed Deposit,Pending
A00450,C00450,B00047,637078,2022-08-29,Checking,Closed
A00451,C00451,B00030,748265,2017-11-13,Fixed Deposit,Active
A00452,C00452,B00034,690522,2020-05-19,Checking,Closed
A00453,C00453,B00006,662988,2017-12-24,Fixed Deposit,Active
A00454,C00454,B00046,819766,2017-07-01,Fixed Deposit,Pending
A00455,C00455,B00009,824747,2015-02-27,Checking,Pending
A00456,C00456,B00003,714649,2015-11-02,Checking,Active
A00457,C00457,B00027,321862,2021-12-20,Fixed Deposit,Closed
A00458,C00458,B00012,674644,2017-07-01,Checking,Active
A00459,C00459,B00028,970359,2016-07-01,Fixed Deposit,Active
A00460,C00460,B00014,689733,2019-04-16,Savings,Active
A00461,C00461,B00010,694152,2023-06-08,Fixed Deposit,Pending
A00462,C00462,B00034,518053,2022-04-15,Checking,Pending
A00463,C00463,B00034,375667,2020-08-04,Savings,Closed
A00464,C00464,B00050,85026,2018-01-22,Checking,Pending
A00465,C00465,B00017,280734,2015-08-31,Savings,Pending
A00466,C00466,B00049,342394,2020-04-07,Checking,Closed
A00467,C00467,B00046,731658,2017-10-05,Fixed Deposit,Pending
A00468,C00468,B00038,385640,2017-05-03,Fixed Deposit,Pending
A00469,C00469,B00006,109811,2020-02-29,Checking,Closed
A00470,C00470,B00028,649945,2018-07-05,Checking,Pending
A00471,C00471,B00016,879256,2019-06-14,Fixed Deposit,Closed
A00472,C00472,B00003,777124,2014-12-23,Checking,Closed
A00473,C00473,B00040,290689,2022-01-30,Savings,Active
A00474,C00474,B00006,119600,2016-01-09,Checking,Closed
A00475,C00475,B00014,668596,2020-03-07,Checking,Pending
A00476,C00476,B00009,360807,2016-04-12,Fixed Deposit,Pending
A00477,C00477,B00040,918961,2014-02-06,Checking,Closed
A00478,C00478,B00031,554176,2013-12-08,Checking,Pending
A00479,C00479,B00008,856653,2020-07-05,Checking,Active
A00480,C00480,B00019,617402,2019-04-18,Savings,Active
A00481,C00481,B00003,231863,2021-10-08,Fixed Deposit,Pending
A00482,C00482,B00027,4246,2015-11-12,Checking,Pending
A00483,C00483,B00027,920618,2022-08-18,Checking,Pending
A00484,C00484,B00011,496226,2015-06-21,Checking,Active
A00485,C00485,B00021,654100,2017-03-01,Fixed Deposit,Closed
A00486,C00486,B00041,584919,2017-04-16,Checking,Pending
A00487,C00487,B00009,987120,2014-12-23,Savings,Active
A00488,C00488,B00039,5385,2021-11-09,Checking,Active
A00489,C00489,B00022,270910,2015-09-29,Fixed Deposit,Closed
A00490,C00490,B00050,149446,2015-06-04,Checking,Closed
A00491,C00491,B00037,481832,2016-04-26,Savings,Active
A00492,C00492,B00013,64938,2020-03-01,Fixed Deposit,Closed
A00493,C00493,B00017,84164,2018-08-11,Checking,Active
A00494,C00494,B00007,652715,2016-05-02,Checking,Active
A00495,C00495,B00025,57393,2016-11-08,Savings,Pending
A00496,C00496,B00023,938547,2023-03-13,Checking,Pending
A00497,C00497,B00027,647601,2014-10-02,Fixed Deposit,Active
A00498,C00498,B00045,955936,2019-11-02,Checking,Closed
A00499,C00499,B00047,566097,2022-11-02,Fixed Deposit,Pending
A00500,C00500,B00012,758547,2016-11-27,Fixed Deposit,Closed
A00501,C00501,B00005,473875,2017-12-07,Checking,Active
A00502,C00502,B00010,593059,2016-04-15,Checking,Closed
A00503,C00503,B00015,3897,2020-10-20,Fixed Deposit,Closed
A00504,C00504,B00020,78514,2015-11-23,Checking,Pending
A00505,C00505,B00029,143081,2021-08-11,Checking,Pending
A00506,C00506,B00014,902471,2023-08-14,Savings,Pending
A00507,C00507,B00020,642169,2014-10-13,Fixed Deposit,Closed
A00508,C00508,B00041,200391,2021-12-29,Savings,Active
A00509,C00509,B00024,729935,2019-02-16,Savings,Closed
A00510,C00510,B00006,145293,2021-12-27,Checking,Pending
A00511,C00511,B00004,144893,2018-06-20,Savings,Pending
A00512,C00512,B00031,420320,2019-09-19,Savings,Pending
A00513,C00513,B00022,57829,2014-12-09,Savings,Closed
A00514,C00514,B00018,58086,2016-12-21,Checking,Pending
A00515,C00515,B00047,611012,2014-02-08,Fixed Deposit,Pending
A00516,C00516,B00009,585691,2018-02-25,Checking,Pending
A00517,C00517,B00030,169424,2022-12-11,Savings,Pending
A00518,C00518,B00046,81593,2021-01-31,Savings,Active
A00519,C00519,B00012,722873,2023-07-08,Fixed Deposit,Active
A00520,C00520,B00035,66062,2016-03-16,Checking,Active
A00521,C00521,B00024,869033,2013-11-20,Checking,Pending
A00522,C00522,B00036,360036,2016-06-10,Checking,Pending
A00523,C00523,B00039,229929,2022-06-13,Fixed Deposit,Closed
A00524,C00524,B00033,831452,2019-02-27,Checking,Closed
A00525,C00525,B00018,535502,2019-04-13,Fixed Deposit,Pending
A00526,C00526,B00026,291858,2016-03-17,Fixed Deposit,Closed
A00527,C00527,B00023,713707,2022-01-14,Checking,Closed
A00528,C00528,B00049,224340,2023-04-17,Fixed Deposit,Pending
A00529,C00529,B00007,797797,2014-08-29,Checking,Active
A00530,C00530,B00027,873457,2023-01-03,Fixed Deposit,Closed
A00531,C00531,B00048,95341,2015-12-28,Checking,Pending
A00532,C00532,B00047,723809,2017-06-07,Fixed Deposit,Active
A00533,C00533,B00011,656636,2017-07-01,Savings,Closed
A00534,C00534,B00043,873108,2021-01-11,Savings,Active
A00535,C00535,B00015,456747,2015-06-25,Fixed Deposit,Pending
A00536,C00536,B00042,735455,2021-09-03,Savings,Active
A00537,C00537,B00038,248462,2015-03-19,Savings,Closed
A00538,C00538,B00018,381050,2021-08-16,Checking,Closed
A00539,C00539,B00049,226574,2017-01-07,Checking,Active
A00540,C00540,B00010,175603,2015-12-20,Savings,Closed
A00541,C00541,B00025,261971,2022-10-17,Checking,Pending
A00542,C00542,B00042,432033,2014-12-01,Checking,Closed
A00543,C00543,B00036,280906,2019-05-12,Fixed Deposit,Active
A00544,C00544,B00005,774993,2014-08-18,Savings,Pending
A00545,C00545,B00035,51974,2017-08-20,Savings,Closed
A00546,C00546,B00037,575937,2018-12-03,Checking,Pending
A00547,C00547,B00003,300904,2023-04-14,Fixed Deposit,Closed
A00548,C00548,B00015,932891,2020-05-26,Savings,Closed
A00549,C00549,B00020,189816,2022-10-12,Checking,Closed
A00550,C00550,B00049,217417,2021-12-28,Fixed Deposit,Active
A00551,C00551,B00039,531767,2017-12-18,Fixed Deposit,Closed
A00552,C00552,B00029,369484,2022-03-18,Fixed Deposit,Closed
A00553,C00553,B00042,372204,2019-09-10,Fixed Deposit,Active
A00554,C00554,B00014,463038,2023-07-24,Fixed Deposit,Active
A00555,C00555,B00008,327041,2015-05-26,Savings,Active
A00556,C00556,B00011,174142,2016-03-23,Checking,Closed
A00557,C00557,B00038,101362,2015-08-17,Checking,Closed
A00558,C00558,B00047,292247,2017-11-29,Checking,Active
A00559,C00559,B00042,337656,2015-09-06,Checking,Pending
A00560,C00560,B00043,916320,2023-08-14,Checking,Pending
A00561,C00561,B00030,219548,2016-10-13,Checking,Closed
A00562,C00562,B00012,832785,2015-08-20,Fixed Deposit,Closed
A00563,C00563,B00023,440361,2022-10-24,Fixed Deposit,Closed
A00564,C00564,B00047,933721,2016-04-18,Savings,Closed
A00565,C00565,B00019,442445,2013-11-23,Fixed Deposit,Pending
A00566,C00566,B00038,610955,2017-07-10,Checking,Pending
A00567,C00567,B00046,195412,2014-06-17,Checking,Closed
A00568,C00568,B00040,763916,2020-02-16,Savings,Pending
A00569,C00569,B00043,345200,2016-04-15,Checking,Closed
A00570,C00570,B00001,810365,2021-05-26,Checking,Pending
A00571,C00571,B00030,299885,2018-07-10,Fixed Deposit,Closed
A00572,C00572,B00015,678431,2018-08-04,Savings,Closed
A00573,C00573,B00016,356839,2019-05-30,Checking,Active
A00574,C00574,B00041,633921,2014-02-12,Savings,Closed
A00575,C00575,B00029,711797,2021-06-13,Fixed Deposit,Active
A00576,C00576,B00007,166750,2016-05-12,Savings,Pending
A00577,C00577,B00036,122613,2019-10-27,Checking,Closed
A00578,C00578,B00011,115875,2020-03-15,Fixed Deposit,Closed
A00579,C00579,B00050,920816,2014-08-11,Fixed Deposit,Closed
A00580,C00580,B00031,441187,2021-03-31,Savings,Closed
A00581,C00581,B00025,393911,2015-04-27,Fixed Deposit,Active
A00582,C00582,B00011,658166,2017-06-30,Fixed Deposit,Active
A00583,C00583,B00046,438679,2015-01-05,Savings,Closed
A00584,C00584,B00027,4689,2021-12-10,Fixed Deposit,Active
A00585,C00585,B00010,949427,2021-09-10,Checking,Pending
A00586,C00586,B00019,192921,2017-04-09,Savings,Closed
A00587,C00587,B00030,519781,2019-10-06,Savings,Closed
A00588,C00588,B00048,325018,2014-01-21,Savings,Closed
A00589,C00589,B00015,716390,2023-08-05,Fixed Deposit,Active
A00590,C00590,B00032,977359,2019-08-15,Checking,Active
A00591,C00591,B00016,609260,2017-03-14,Fixed Deposit,Pending
A00592,C00592,B00012,127534,2014-12-19,Savings,Active
A00593,C00593,B00028,539565,2018-12-07,Savings,Active
A00594,C00594,B00049,757247,2021-07-12,Checking,Active
A00595,C00595,B00012,122875,2016-12-09,Checking,Closed
A00596,C00596,B00016,836323,2014-07-11,Checking,Pending
A00597,C00597,B00041,102509,2018-12-14,Savings,Closed
A00598,C00598,B00014,631562,2022-04-28,Checking,Closed
A00599,C00599,B00034,408633,2019-02-18,Checking,Closed
A00600,C00600,B00015,660615,2019-03-02,Fixed Deposit,Pending
A00601,C00601,B00047,873573,2020-04-02,Checking,Pending
A00602,C00602,B00023,725343,2022-09-22,Fixed Deposit,Active
A00603,C00603,B00038,318809,2017-01-17,Savings,Closed
A00604,C00604,B00042,173132,2018-02-22,Checking,Closed
A00605,C00605,B00025,548184,2016-09-23,Fixed Deposit,Pending
A00606,C00606,B00002,145882,2016-11-29,Fixed Deposit,Active
A00607,C00607,B00006,476758,2019-02-20,Fixed Deposit,Closed
A00608,C00608,B00035,250395,2018-02-14,Checking,Closed
A00609,C00609,B00011,409997,2018-08-22,Checking,Active
A00610,C00610,B00048,616812,2014-03-07,Savings,Closed
A00611,C00611,B00026,649723,2018-12-27,Savings,Pending
A00612,C00612,B00041,811138,2015-11-11,Fixed Deposit,Closed
A00613,C00613,B00025,664303,2015-04-14,Checking,Active
A00614,C00614,B00037,577047,2019-08-20,Savings,Pending
A00615,C00615,B00023,442041,2018-06-28,Fixed Deposit,Pending
A00616,C00616,B00045,601736,2023-03-25,Savings,Closed
A00617,C00617,B00011,517155,2014-10-21,Checking,Closed
A00618,C00618,B00027,387805,2022-04-19,Checking,Closed
A00619,C00619,B00012,916425,2015-07-09,Checking,Closed
A00620,C00620,B00025,122550,2015-12-02,Fixed Deposit,Pending
A00621,C00621,B00010,313789,2021-03-21,Checking,Pending
A00622,C00622,B00032,576880,2015-05-14,Fixed Deposit,Closed
A00623,C00623,B00014,26810,2020-12-16,Savings,Active
A00624,C00624,B00011,351063,2022-09-12,Checking,Closed
A00625,C00625,B00033,336169,2014-07-08,Checking,Closed
A00626,C00626,B00022,836319,2015-09-10,Checking,Closed
A00627,C00627,B00045,207527,2019-12-02,Savings,Closed
A00628,C00628,B00023,66047,2021-03-12,Checking,Active
A00629,C00629,B00025,966888,2023-02-16,Savings,Pending
A00630,C00630,B00029,966546,2020-04-23,Savings,Active
A00631,C00631,B00035,111646,2019-05-22,Fixed Deposit,Pending
A00632,C00632,B00040,613535,2021-09-21,Savings,Closed
A00633,C00633,B00029,270199,2019-02-26,Fixed Deposit,Pending
A00634,C00634,B00018,285418,2021-03-03,Fixed Deposit,Active
A00635,C00635,B00002,881627,2017-03-13,Savings,Pending
A00636,C00636,B00015,110748,2015-08-29,Fixed Deposit,Closed
A00637,C00637,B00028,525129,2019-02-12,Fixed Deposit,Pending
A00638,C00638,B00006,456042,2016-01-24,Savings,Closed
A00639,C00639,B00036,79816,2020-09-04,Checking,Closed
A00640,C00640,B00012,431522,2014-10-21,Checking,Closed
A00641,C00641,B00040,806235,2017-05-24,Fixed Deposit,Pending
A00642,C00642,B00017,344163,2017-10-12,Savings,Pending
A00643,C00643,B00025,431004,2015-05-15,Checking,Closed
A00644,C00644,B00007,950561,2019-04-23,Fixed Deposit,Pending
A00645,C00645,B00034,143398,2014-11-23,Checking,Closed
A00646,C00646,B00012,169384,2016-12-16,Checking,Closed
A00647,C00647,B00030,756616,2022-07-31,Savings,Active
A00648,C00648,B00020,363473,2018-10-10,Fixed Deposit,Active
A00649,C00649,B00048,808451,2014-12-04,Checking,Active
A00650,C00650,B00047,978486,2015-06-05,Checking,Closed
A00651,C00651,B00002,865284,2019-07-09,Fixed Deposit,Closed
A00652,C00652,B00016,350971,2019-09-04,Savings,Closed
A00653,C00653,B00031,186223,2014-12-24,Fixed Deposit,Pending
A00654,C00654,B00034,427252,2020-01-29,Checking,Pending
A00655,C00655,B00011,402015,2020-02-16,Fixed Deposit,Pending
A00656,C00656,B00030,549762,2022-04-08,Fixed Deposit,Pending
A00657,C00657,B00029,935598,2019-11-07,Savings,Closed
A00658,C00658,B00030,49403,2023-07-23,Checking,Pending
A00659,C00659,B00030,158834,2015-01-21,Savings,Active
A00660,C00660,B00040,196054,2023-07-17,Checking,Pending
A00661,C00661,B00036,222841,2023-08-14,Savings,Pending
A00662,C00662,B00004,413997,2021-09-27,Savings,Closed
A00663,C00663,B00048,138541,2014-04-06,Savings,Active
A00664,C00664,B00042,53159,2014-11-30,Fixed Deposit,Pending
A00665,C00665,B00012,552856,2017-10-11,Checking,Pending
A00666,C00666,B00023,542476,2020-12-28,Savings,Closed
A00667,C00667,B00036,287258,2022-02-03,Savings,Closed
A00668,C00668,B00044,707502,2021-12-07,Fixed Deposit,Active
A00669,C00669,B00023,998395,2018-07-11,Fixed Deposit,Pending
A00670,C00670,B00026,285749,2021-05-21,Checking,Pending
A00671,C00671,B00049,544514,2022-01-01,Fixed Deposit,Pending
A00672,C00672,B00012,869150,2022-09-14,Savings,Active
A00673,C00673,B00034,228791,2023-07-11,Fixed Deposit,Closed
A00674,C00674,B00028,631753,2022-04-07,Savings,Pending
A00675,C00675,B00039,720217,2018-10-07,Checking,Pending
A00676,C00676,B00034,811321,2021-05-12,Savings,Pending
A00677,C00677,B00013,617730,2016-09-01,Savings,Active
A00678,C00678,B00016,253675,2019-06-26,Checking,Closed
A00679,C00679,B00043,710182,2022-05-10,Checking,Active
A00680,C00680,B00034,935525,2016-04-08,Checking,Active
A00681,C00681,B00041,318622,2015-11-25,Checking,Active
A00682,C00682,B00032,854082,2015-11-17,Savings,Pending
A00683,C00683,B00009,838950,2015-11-02,Checking,Closed
A00684,C00684,B00048,965203,2019-05-07,Fixed Deposit,Active
A00685,C00685,B00013,528048,2017-03-30,Checking,Pending
A00686,C00686,B00035,114271,2020-12-24,Fixed Deposit,Closed
A00687,C00687,B00027,787748,2021-10-22,Fixed Deposit,Pending
A00688,C00688,B00047,535118,2023-07-30,Fixed Deposit,Closed
A00689,C00689,B00014,834804,2014-06-22,Savings,Pending
A00690,C00690,B00036,783039,2016-06-13,Fixed Deposit,Pending
A00691,C00691,B00037,533854,2015-07-12,Savings,Pending
A00692,C00692,B00042,481359,2021-12-02,Checking,Pending
A00693,C00693,B00009,958026,2020-05-23,Savings,Closed
A00694,C00694,B00016,663035,2017-03-13,Checking,Closed
A00695,C00695,B00013,876305,2014-06-11,Checking,Active
A00696,C00696,B00024,256203,2015-01-02,Fixed Deposit,Active
A00697,C00697,B00021,543893,2017-06-18,Checking,Pending
A00698,C00698,B00001,700178,2018-05-30,Fixed Deposit,Active
A00699,C00699,B00042,243088,2021-09-20,Savings,Closed
A00700,C00700,B00029,351282,2021-02-16,Checking,Active
A00701,C00701,B00038,246404,2014-09-29,Fixed Deposit,Pending
A00702,C00702,B00006,533223,2021-09-25,Checking,Active
A00703,C00703,B00024,135578,2014-01-11,Savings,Pending
A00704,C00704,B00041,185443,2022-01-15,Fixed Deposit,Closed
A00705,C00705,B00025,37924,2017-04-23,Savings,Pending
A00706,C00706,B00017,736968,2016-09-13,Savings,Pending
A00707,C00707,B00018,277462,2019-11-09,Savings,Pending
A00708,C00708,B00032,78936,2015-02-16,Fixed Deposit,Closed
A00709,C00709,B00018,310668,2022-02-09,Fixed Deposit,Pending
A00710,C00710,B00028,20591,2014-10-10,Savings,Active
A00711,C00711,B00035,827642,2014-06-05,Checking,Active
A00712,C00712,B00008,327029,2016-02-29,Fixed Deposit,Active
A00713,C00713,B00040,438971,2016-06-07,Checking,Pending
A00714,C00714,B00013,532318,2021-11-22,Savings,Closed
A00715,C00715,B00047,795744,2023-08-23,Checking,Pending
A00716,C00716,B00044,711677,2019-09-20,Savings,Pending
A00717,C00717,B00011,991911,2018-03-27,Checking,Closed
A00718,C00718,B00011,630682,2019-10-07,Savings,Closed
A00719,C00719,B00009,931618,2023-03-27,Savings,Pending
A00720,C00720,B00015,607268,2021-03-20,Savings,Active
A00721,C00721,B00030,130662,2017-02-21,Checking,Pending
A00722,C00722,B00008,960317,2016-03-17,Checking,Active
A00723,C00723,B00049,524125,2020-07-27,Checking,Closed
A00724,C00724,B00034,649595,2023-02-28,Fixed Deposit,Pending
A00725,C00725,B00008,500894,2015-12-02,Savings,Active
A00726,C00726,B00010,252476,2023-04-29,Fixed Deposit,Pending
A00727,C00727,B00034,985449,2015-02-24,Fixed Deposit,Active
A00728,C00728,B00028,821334,2016-05-08,Fixed Deposit,Closed
A00729,C00729,B00003,557247,2023-06-21,Savings,Pending
A00730,C00730,B00020,902345,2019-03-16,Checking,Pending
A00731,C00731,B00049,205458,2015-05-04,Savings,Closed
A00732,C00732,B00008,697164,2015-05-12,Savings,Pending
A00733,C00733,B00048,834710,2021-01-21,Savings,Active
A00734,C00734,B00043,86605,2021-02-01,Checking,Pending
A00735,C00735,B00019,150877,2022-04-05,Savings,Pending
A00736,C00736,B00034,889522,2020-04-22,Fixed Deposit,Pending
A00737,C00737,B00026,530564,2015-04-07,Checking,Closed
A00738,C00738,B00017,22676,2015-11-19,Savings,Closed
A00739,C00739,B00038,925639,2015-03-19,Checking,Closed
A00740,C00740,B00031,559748,2017-12-05,Checking,Active
A00741,C00741,B00044,705749,2021-06-24,Checking,Pending
A00742,C00742,B00008,795205,2021-08-18,Checking,Closed
A00743,C00743,B00010,383356,2014-06-06,Checking,Active
A00744,C00744,B00023,745284,2015-03-19,Checking,Pending
A00745,C00745,B00021,152483,2015-11-02,Checking,Active
A00746,C00746,B00027,434699,2021-01-23,Checking,Closed
A00747,C00747,B00034,868221,2017-04-19,Savings,Pending
A00748,C00748,B00014,660168,2018-12-18,Savings,Closed
A00749,C00749,B00041,864655,2019-07-30,Fixed Deposit,Active
A00750,C00750,B00050,719060,2018-09-20,Checking,Pending
A00751,C00751,B00036,544177,2014-01-06,Checking,Active
A00752,C00752,B00001,895237,2021-04-06,Savings,Active
A00753,C00753,B00033,419214,2020-12-05,Fixed Deposit,Closed
A00754,C00754,B00036,158217,2017-03-02,Fixed Deposit,Closed
A00755,C00755,B00024,462625,2014-06-01,Fixed Deposit,Pending
A00756,C00756,B00013,826615,2016-10-22,Checking,Active
A00757,C00757,B00032,583066,2015-09-10,Fixed Deposit,Pending
A00758,C00758,B00028,170150,2018-07-13,Savings,Pending
A00759,C00759,B00030,124502,2022-08-08,Fixed Deposit,Closed
A00760,C00760,B00035,484135,2020-03-21,Fixed Deposit,Closed
A00761,C00761,B00035,421091,2021-06-28,Savings,Active
A00762,C00762,B00040,231605,2015-04-08,Checking,Active
A00763,C00763,B00007,581350,2022-01-19,Savings,Pending
A00764,C00764,B00008,794145,2023-07-18,Checking,Closed
A00765,C00765,B00032,856052,2013-10-25,Savings,Active
A00766,C00766,B00024,754756,2019-07-25,Checking,Pending
A00767,C00767,B00041,845404,2014-11-07,Fixed Deposit,Active
A00768,C00768,B00018,111856,2014-01-07,Fixed Deposit,Closed
A00769,C00769,B00011,274559,2019-06-12,Savings,Active
A00770,C00770,B00009,309815,2022-04-06,Checking,Active
A00771,C00771,B00049,276951,2022-02-24,Fixed Deposit,Closed
A00772,C00772,B00004,919724,2020-05-31,Fixed Deposit,Active
A00773,C00773,B00047,831478,2020-01-07,Checking,Active
A00774,C00774,B00040,389867,2020-07-23,Checking,Active
A00775,C00775,B00017,632835,2016-04-06,Checking,Closed
A00776,C00776,B00028,412899,2015-05-06,Fixed Deposit,Closed
A00777,C00777,B00014,275585,2014-01-08,Checking,Closed
A00778,C00778,B00017,859267,2021-09-21,Fixed Deposit,Pending
A00779,C00779,B00003,307277,2016-12-03,Checking,Active
A00780,C00780,B00043,492106,2022-03-03,Fixed Deposit,Closed
A00781,C00781,B00021,255284,2019-11-01,Checking,Closed
A00782,C00782,B00039,551517,2014-09-05,Fixed Deposit,Pending
A00783,C00783,B00031,189114,2023-04-18,Fixed Deposit,Closed
A00784,C00784,B00044,357547,2023-07-04,Savings,Pending
A00785,C00785,B00035,805842,2019-03-10,Savings,Pending
A00786,C00786,B00025,658601,2020-07-22,Checking,Pending
A00787,C00787,B00006,529872,2016-02-09,Fixed Deposit,Active
A00788,C00788,B00003,444264,2020-06-13,Checking,Closed
A00789,C00789,B00042,14122,2014-02-18,Savings,Pending
A00790,C00790,B00039,759781,2016-08-15,Checking,Active
A00791,C00791,B00013,7524,2021-03-23,Fixed Deposit,Active
A00792,C00792,B00006,339213,2016-12-10,Fixed Deposit,Pending
A00793,C00793,B00017,278057,2019-10-29,Checking,Active
A00794,C00794,B00045,453049,2021-12-22,Checking,Active
A00795,C00795,B00044,783590,2018-10-02,Checking,Pending
A00796,C00796,B00013,364926,2019-12-11,Savings,Active
A00797,C00797,B00006,489707,2019-06-24,Fixed Deposit,Pending
A00798,C00798,B00019,890239,2021-08-21,Savings,Active
A00799,C00799,B00040,698535,2022-12-08,Fixed Deposit,Closed
A00800,C00800,B00035,297150,2018-06-03,Checking,Closed
A00801,C00801,B00029,918292,2017-05-25,Checking,Active
A00802,C00802,B00033,203203,2016-03-01,Fixed Deposit,Active
A00803,C00803,B00038,429890,2021-05-13,Fixed Deposit,Active
A00804,C00804,B00045,39507,2014-09-30,Savings,Pending
A00805,C00805,B00049,32237,2020-01-28,Checking,Active
A00806,C00806,B00024,963194,2015-01-24,Savings,Pending
A00807,C00807,B00012,504666,2015-12-28,Checking,Closed
A00808,C00808,B00049,506324,2015-01-16,Fixed Deposit,Active
A00809,C00809,B00018,47584,2019-03-07,Checking,Active
A00810,C00810,B00021,109274,2023-08-17,Fixed Deposit,Closed
A00811,C00811,B00020,804304,2021-06-23,Savings,Closed
A00812,C00812,B00004,824471,2016-10-05,Checking,Active
A00813,C00813,B00021,920924,2014-06-17,Savings,Pending
A00814,C00814,B00048,600515,2021-07-13,Fixed Deposit,Closed
A00815,C00815,B00009,632070,2014-04-18,Checking,Active
A00816,C00816,B00033,274584,2023-02-27,Checking,Pending
A00817,C00817,B00036,144451,2021-02-02,Fixed Deposit,Closed
A00818,C00818,B00022,101770,2022-03-13,Checking,Closed
A00819,C00819,B00007,735166,2017-12-25,Checking,Active
A00820,C00820,B00012,244854,2023-06-25,Checking,Active
A00821,C00821,B00006,305882,2018-01-23,Checking,Pending
A00822,C00822,B00038,894,2022-09-29,Checking,Pending
A00823,C00823,B00043,303232,2014-05-29,Fixed Deposit,Pending
A00824,C00824,B00037,463075,2022-04-27,Fixed Deposit,Active
A00825,C00825,B00031,385612,2015-11-01,Savings,Pending
A00826,C00826,B00039,373968,2019-10-25,Checking,Closed
A00827,C00827,B00008,208052,2017-12-20,Fixed Deposit,Active
A00828,C00828,B00043,843041,2014-04-02,Checking,Pending
A00829,C00829,B00030,590455,2021-09-24,Checking,Active
A00830,C00830,B00011,660842,2023-06-28,Checking,Closed
A00831,C00831,B00031,352212,2021-01-28,Savings,Active
A00832,C00832,B00003,306024,2019-05-18,Savings,Active
A00833,C00833,B00036,42874,2019-07-10,Savings,Active
A00834,C00834,B00036,921389,2014-06-14,Checking,Pending
A00835,C00835,B00001,45305,2016-07-17,Savings,Closed
A00836,C00836,B00014,792089,2015-01-16,Checking,Closed
A00837,C00837,B00006,200807,2020-06-18,Fixed Deposit,Pending
A00838,C00838,B00048,362128,2016-01-24,Fixed Deposit,Pending
A00839,C00839,B00044,52291,2022-05-08,Fixed Deposit,Active
A00840,C00840,B00011,420778,2020-02-20,Checking,Active
A00841,C00841,B00024,904114,2018-11-18,Savings,Pending
A00842,C00842,B00043,888282,2013-11-25,Fixed Deposit,Pending
A00843,C00843,B00040,505387,2023-05-15,Fixed Deposit,Closed
A00844,C00844,B00010,648504,2015-04-15,Savings,Pending
A00845,C00845,B00047,313108,2020-09-08,Checking,Active
A00846,C00846,B00050,805584,2018-11-25,Fixed Deposit,Closed
A00847,C00847,B00043,956206,2021-12-14,Savings,Pending
A00848,C00848,B00022,283922,2022-08-09,Checking,Pending
A00849,C00849,B00018,538968,2014-02-13,Checking,Closed
A00850,C00850,B00026,597467,2017-09-12,Fixed Deposit,Pending
A00851,C00851,B00035,151790,2021-12-06,Savings,Closed
A00852,C00852,B00012,65408,2021-08-27,Checking,Pending
A00853,C00853,B00045,406395,2021-12-31,Checking,Pending
A00854,C00854,B00008,592645,2014-09-05,Savings,Active
A00855,C00855,B00039,245375,2021-02-16,Savings,Pending
A00856,C00856,B00048,608424,2018-08-02,Fixed Deposit,Pending
A00857,C00857,B00003,520474,2019-10-21,Checking,Closed
A00858,C00858,B00039,332708,2019-07-27,Fixed Deposit,Active
A00859,C00859,B00019,923969,2015-05-07,Checking,Pending
A00860,C00860,B00042,727816,2018-06-20,Savings,Active
A00861,C00861,B00025,671725,2017-12-16,Checking,Active
A00862,C00862,B00020,267581,2020-03-07,Savings,Closed
A00863,C00863,B00022,8180,2023-03-25,Checking,Pending
A00864,C00864,B00020,15806,2022-11-12,Checking,Closed
A00865,C00865,B00019,742224,2015-07-21,Fixed Deposit,Active
A00866,C00866,B00014,889857,2014-02-27,Savings,Active
A00867,C00867,B00003,387504,2018-07-11,Fixed Deposit,Closed
A00868,C00868,B00011,602447,2023-05-13,Fixed Deposit,Closed
A00869,C00869,B00043,876613,2018-07-31,Savings,Pending
A00870,C00870,B00007,674671,2022-01-04,Fixed Deposit,Closed
A00871,C00871,B00036,764783,2016-06-03,Savings,Pending
A00872,C00872,B00032,26896,2014-10-26,Fixed Deposit,Pending
A00873,C00873,B00016,832276,2021-01-20,Checking,Pending
A00874,C00874,B00044,576432,2015-03-10,Savings,Closed
A00875,C00875,B00044,801506,2021-06-07,Checking,Closed
A00876,C00876,B00033,576114,2017-03-20,Fixed Deposit,Pending
A00877,C00877,B00033,598263,2019-08-22,Savings,Closed
A00878,C00878,B00007,591200,2013-12-25,Savings,Active
A00879,C00879,B00006,879142,2017-05-24,Savings,Active
A00880,C00880,B00023,199285,2021-03-19,Fixed Deposit,Pending
A00881,C00881,B00020,431008,2021-11-12,Fixed Deposit,Closed
A00882,C00882,B00003,414852,2022-12-30,Fixed Deposit,Active
A00883,C00883,B00006,892368,2019-10-09,Savings,Pending
A00884,C00884,B00038,277363,2018-10-02,Checking,Closed
