TRANSCATION_ID,ACCOUNT_ID,TRANSCATION_DATE,TRANSCATION_MEDIA,TRANSCATION_TYPE,TRANSCATION_AMOUNT
T01487,A00880,2013-10-17,Cash,Transfer,49643
T01488,A00536,2019-04-01,Check,Transfer,47603
T01489,A00535,2021-03-18,Credit_Card,Purchase,9992
T01490,A00558,2019-02-19,Credit_Card,Transfer,34880
T01491,A00416,2016-05-26,Cash,Deposit,58457
T01492,A00384,2022-08-28,Debit_Card,Withdrawal,84688
T01493,A00161,2014-12-20,Credit_Card,Purchase,69711
T01494,A00869,2020-05-31,Check,Transfer,66737
T01495,A00413,2015-02-25,Cash,Transfer,75040
T01496,A00423,2017-05-19,Credit_Card,Deposit,54448
T01497,A00964,2017-04-05,Credit_Card,Withdrawal,60765
T01498,A00595,2018-07-07,Credit_Card,Transfer,40280
T01499,A00438,2015-01-07,Credit_Card,Withdrawal,2556
T01500,A00001,2022-08-18,Credit_Card,Purchase,60741
T01501,A00781,2017-06-03,Debit_Card,Withdrawal,99096
T01502,A00737,2017-01-01,Credit_Card,Deposit,13481
T01503,A00443,2023-05-12,Debit_Card,Withdrawal,85929
T01504,A00346,2016-03-19,Credit_Card,Withdrawal,5301
T01505,A00711,2014-07-07,Check,Purchase,14918
T01506,A00291,2022-05-19,Debit_Card,Purchase,30432
T01507,A00997,2017-09-24,Credit_Card,Transfer,85396
T01508,A00831,2018-01-28,Credit_Card,Purchase,17828
T01509,A00983,2015-03-31,Check,Withdrawal,95073
T01510,A00522,2022-08-30,Cash,Transfer,10430
T01511,A00377,2018-08-19,Check,Transfer,20035
T01512,A00834,2021-06-25,Cash,Deposit,69169
T01513,A00692,2022-09-23,Debit_Card,Purchase,30094
T01514,A00189,2023-08-06,Credit_Card,Purchase,16105
T01515,A00592,2018-07-16,Credit_Card,Deposit,64531
T01516,A00272,2019-05-08,Check,Transfer,27378
T01517,A00421,2023-04-12,Debit_Card,Deposit,12619
T01518,A00461,2017-04-14,Debit_Card,Purchase,82313
T01519,A00909,2016-04-06,Debit_Card,Purchase,70916
T01520,A00989,2017-05-13,Check,Transfer,54446
T01521,A00020,2014-05-27,Cash,Withdrawal,38722
T01522,A00541,2021-10-09,Credit_Card,Transfer,54275
T01523,A00747,2014-09-27,Credit_Card,Purchase,18421
T01524,A00481,2020-12-29,Check,Withdrawal,1504
T01525,A00964,2015-06-24,Debit_Card,Deposit,10762
T01526,A00532,2021-09-08,Debit_Card,Transfer,67739
T01527,A00784,2023-01-05,Check,Deposit,13320
T01528,A00682,2014-03-27,Cash,Deposit,58261
T01529,A00545,2018-10-07,Cash,Withdrawal,24274
T01530,A00142,2021-02-19,Check,Transfer,36163
T01531,A00534,2017-07-26,Debit_Card,Purchase,98779
T01532,A00699,2016-07-23,Check,Deposit,67499
T01533,A00274,2017-04-06,Cash,Withdrawal,96318
T01534,A00743,2019-01-23,Credit_Card,Purchase,39116
T01535,A00898,2017-05-29,Credit_Card,Withdrawal,85366
T01536,A00113,2018-09-27,Debit_Card,Purchase,31953
T01537,A00253,2022-10-27,Credit_Card,Deposit,72029
T01538,A00383,2018-11-27,Debit_Card,Deposit,75396
T01539,A00427,2023-03-30,Debit_Card,Withdrawal,9809
T01540,A00822,2016-03-22,Credit_Card,Withdrawal,31298
T01541,A00871,2018-12-05,Cash,Transfer,52805
T01542,A00723,2019-06-13,Check,Deposit,33074
T01543,A00484,2022-12-08,Debit_Card,Transfer,20486
T01544,A00496,2022-01-21,Debit_Card,Transfer,57262
T01545,A00303,2020-07-18,Cash,Transfer,81854
T01546,A00286,2019-01-14,Debit_Card,Deposit,85378
T01547,A00369,2019-06-24,Debit_Card,Purchase,69822
T01548,A00240,2017-04-07,Cash,Transfer,62258
T01549,A00873,2015-06-21,Check,Purchase,87432
T01550,A00783,2013-11-23,Check,Deposit,13754
T01551,A00541,2017-07-07,Credit_Card,Purchase,67221
T01552,A00456,2013-11-18,Credit_Card,Withdrawal,64101
T01553,A00321,2014-01-21,Debit_Card,Purchase,15283
T01554,A00572,2014-12-14,Cash,Deposit,86876
T01555,A00987,2016-03-22,Credit_Card,Transfer,89327
T01556,A00028,2021-01-14,Credit_Card,Withdrawal,51486
T01557,A00187,2017-10-22,Debit_Card,Withdrawal,98959
T01558,A00802,2017-03-23,Cash,Withdrawal,27276
T01559,A00515,2014-11-01,Credit_Card,Transfer,24383
T01560,A00708,2021-08-11,Check,Transfer,11563
T01561,A00238,2022-03-18,Cash,Transfer,98028
T01562,A00385,2020-10-27,Cash,Withdrawal,45997
T01563,A00125,2020-08-18,Check,Deposit,71913
T01564,A00210,2017-11-23,Check,Purchase,16954
T01565,A00470,2018-01-23,Debit_Card,Transfer,67359
T01566,A00927,2022-06-17,Debit_Card,Deposit,74592
T01567,A00088,2014-01-23,Check,Purchase,12258
T01568,A00441,2014-04-30,Credit_Card,Withdrawal,164
T01569,A00376,2018-04-04,Credit_Card,Transfer,83907
T01570,A00485,2017-12-22,Cash,Transfer,12382
T01571,A00136,2022-04-11,Cash,Withdrawal,87695
T01572,A00658,2023-04-24,Check,Purchase,12317
T01573,A00745,2019-12-30,Credit_Card,Transfer,58440
T01574,A00664,2023-01-10,Credit_Card,Deposit,58314
T01575,A00535,2018-06-13,Debit_Card,Deposit,81173
T01576,A00919,2014-04-08,Credit_Card,Purchase,13484
T01577,A00725,2016-04-04,Credit_Card,Withdrawal,9214
T01578,A00811,2021-11-26,Credit_Card,Withdrawal,90049
T01579,A00784,2019-07-30,Cash,Purchase,57785
T01580,A00580,2018-05-14,Credit_Card,Transfer,52666
T01581,A00524,2017-12-27,Credit_Card,Purchase,92594
T01582,A00301,2019-09-08,Cash,Withdrawal,54871
T01583,A00313,2017-04-05,Credit_Card,Deposit,59903
T01584,A00015,2019-12-12,Check,Purchase,67017
T01585,A00048,2013-11-19,Cash,Transfer,70228
T01586,A00525,2014-07-23,Credit_Card,Deposit,32493
T01587,A00655,2023-02-21,Credit_Card,Purchase,97598
T01588,A00460,2023-03-07,Check,Withdrawal,41482
T01589,A00749,2014-12-18,Check,Withdrawal,19745
T01590,A00201,2021-10-10,Cash,Withdrawal,74727
T01591,A00473,2020-07-25,Cash,Withdrawal,52670
T01592,A00232,2019-03-20,Credit_Card,Deposit,31991
T01593,A00270,2015-11-27,Cash,Withdrawal,73638
T01594,A00662,2014-04-19,Debit_Card,Deposit,8722
T01595,A00675,2022-11-14,Check,Transfer,30134
T01596,A00116,2015-06-26,Debit_Card,Deposit,64188
T01597,A00277,2019-08-26,Credit_Card,Transfer,72367
T01598,A00676,2017-11-12,Debit_Card,Deposit,75358
T01599,A00324,2015-06-14,Cash,Withdrawal,42213
T01600,A00817,2020-05-07,Credit_Card,Deposit,55731
T01601,A00427,2015-06-12,Debit_Card,Purchase,12670
T01602,A00264,2019-06-21,Cash,Withdrawal,65898
T01603,A00903,2017-01-20,Debit_Card,Withdrawal,72196
T01604,A00332,2023-05-20,Cash,Transfer,39223
T01605,A00648,2021-10-12,Credit_Card,Purchase,73206
T01606,A00816,2017-12-23,Check,Deposit,56086
T01607,A00158,2023-04-20,Cash,Purchase,83505
T01608,A00731,2018-01-26,Cash,Deposit,78587
T01609,A00188,2018-07-14,Check,Deposit,54201
T01610,A00178,2021-05-26,Debit_Card,Withdrawal,76320
T01611,A00392,2021-06-10,Cash,Transfer,67700
T01612,A00376,2017-04-08,Cash,Deposit,7618
T01613,A00612,2016-07-27,Cash,Purchase,64854
T01614,A00998,2018-07-02,Credit_Card,Transfer,53858
T01615,A00015,2023-01-27,Debit_Card,Purchase,97735
T01616,A00993,2014-06-24,Debit_Card,Transfer,14636
T01617,A00168,2022-02-22,Cash,Transfer,80051
T01618,A00308,2016-04-27,Credit_Card,Transfer,66999
T01619,A00838,2018-02-22,Cash,Deposit,24089
T01620,A00674,2016-03-10,Cash,Purchase,98147
T01621,A00266,2021-09-03,Check,Purchase,56216
T01622,A00335,2022-08-13,Debit_Card,Deposit,46510
T01623,A00010,2022-05-13,Credit_Card,Transfer,17999
T01624,A00697,2020-03-18,Check,Deposit,6527
T01625,A00786,2023-03-26,Credit_Card,Withdrawal,26337
T01626,A00839,2020-06-25,Cash,Withdrawal,13795
T01627,A00406,2013-11-26,Credit_Card,Purchase,432
T01628,A00256,2021-07-19,Check,Purchase,92359
T01629,A00427,2018-06-10,Debit_Card,Deposit,77152
T01630,A00020,2021-11-19,Check,Deposit,44760
T01631,A00047,2018-05-02,Debit_Card,Purchase,41351
T01632,A00289,2018-03-05,Credit_Card,Purchase,53928
T01633,A00211,2022-04-14,Check,Purchase,4445
T01634,A00972,2014-06-29,Debit_Card,Transfer,22507
T01635,A00905,2016-05-03,Cash,Withdrawal,82421
T01636,A00319,2022-04-16,Debit_Card,Purchase,64349
T01637,A00723,2021-09-08,Cash,Withdrawal,18340
T01638,A00096,2016-06-20,Cash,Transfer,24090
T01639,A00415,2017-10-09,Debit_Card,Deposit,79761
T01640,A00755,2023-02-01,Credit_Card,Deposit,7620
T01641,A00895,2017-02-28,Debit_Card,Deposit,87534
T01642,A00890,2021-05-13,Check,Deposit,66436
T01643,A00910,2016-04-17,Debit_Card,Deposit,25604
T01644,A00652,2023-08-10,Credit_Card,Purchase,15685
T01645,A00969,2023-06-16,Debit_Card,Purchase,65787
T01646,A00648,2021-12-06,Check,Deposit,26849
T01647,A00762,2020-07-16,Credit_Card,Transfer,10099
T01648,A00118,2023-07-11,Check,Purchase,68103
T01649,A00102,2014-09-17,Debit_Card,Deposit,19420
T01650,A00282,2022-10-17,Cash,Deposit,45358
T01651,A00271,2018-05-17,Cash,Withdrawal,47808
T01652,A00529,2020-01-05,Cash,Withdrawal,3623
T01653,A00715,2018-04-17,Cash,Withdrawal,54277
T01654,A00411,2017-10-27,Check,Withdrawal,23841
T01655,A00680,2021-12-07,Debit_Card,Purchase,45720
T01656,A00766,2022-12-28,Debit_Card,Transfer,22671
T01657,A00231,2021-03-04,Cash,Transfer,52477
T01658,A00775,2014-07-30,Check,Withdrawal,68871
T01659,A00506,2018-12-12,Cash,Transfer,90940
T01660,A00478,2018-04-02,Credit_Card,Withdrawal,66230
T01661,A00938,2013-12-19,Check,Purchase,25009
T01662,A00351,2023-06-03,Debit_Card,Withdrawal,77028
T01663,A00038,2021-04-03,Credit_Card,Transfer,41667
T01664,A00379,2019-01-29,Check,Transfer,19329
T01665,A00949,2018-11-09,Check,Deposit,37605
T01666,A00990,2019-08-07,Cash,Transfer,77541
T01667,A00902,2021-01-09,Check,Transfer,1285
T01668,A00292,2016-07-25,Check,Transfer,73645
T01669,A00759,2014-09-14,Cash,Purchase,74929
T01670,A00592,2017-04-18,Credit_Card,Deposit,32588
T01671,A00515,2018-06-04,Check,Purchase,24380
T01672,A00701,2021-11-06,Check,Withdrawal,74768
T01673,A00976,2016-07-29,Check,Transfer,79442
T01674,A00586,2015-04-27,Check,Withdrawal,74686
T01675,A00294,2014-05-24,Credit_Card,Deposit,30773
T01676,A00778,2016-04-18,Cash,Deposit,63775
T01677,A00530,2015-02-12,Check,Transfer,6369
T01678,A00538,2015-04-27,Cash,Deposit,84105
T01679,A00965,2018-09-11,Debit_Card,Deposit,65200
T01680,A00356,2019-04-05,Debit_Card,Withdrawal,78410
T01681,A00107,2015-01-15,Check,Deposit,6573
T01682,A00101,2022-01-23,Debit_Card,Withdrawal,70855
T01683,A00395,2020-12-14,Cash,Withdrawal,61136
T01684,A00877,2021-09-16,Debit_Card,Withdrawal,38831
T01685,A00102,2020-05-11,Cash,Purchase,15767
T01686,A00613,2021-11-20,Debit_Card,Transfer,71626
T01687,A00519,2019-01-29,Debit_Card,Purchase,31361
T01688,A00535,2019-08-07,Credit_Card,Transfer,81406
T01689,A00232,2019-06-07,Debit_Card,Transfer,59217
T01690,A00879,2014-01-06,Credit_Card,Deposit,20370
T01691,A00963,2019-10-29,Debit_Card,Deposit,23418
T01692,A00566,2021-08-16,Cash,Transfer,7174
T01693,A00024,2019-08-22,Credit_Card,Withdrawal,15798
T01694,A00258,2017-07-17,Debit_Card,Transfer,90838
T01695,A00423,2022-09-19,Debit_Card,Purchase,95769
T01696,A00722,2021-05-15,Cash,Transfer,28203
T01697,A00130,2016-07-25,Debit_Card,Withdrawal,79834
T01698,A00998,2018-09-26,Debit_Card,Withdrawal,59055
T01699,A00146,2019-10-09,Debit_Card,Deposit,65970
T01700,A00846,2016-07-12,Debit_Card,Withdrawal,90827
T01701,A00630,2015-08-28,Cash,Withdrawal,86438
T01702,A00577,2021-09-07,Debit_Card,Withdrawal,65256
T01703,A00435,2014-01-13,Credit_Card,Deposit,85996
T01704,A00662,2019-04-16,Cash,Transfer,2685
T01705,A00432,2019-05-20,Cash,Deposit,77532
T01706,A00794,2019-11-08,Cash,Purchase,71467
T01707,A00675,2019-09-06,Check,Purchase,7186
T01708,A00226,2020-01-18,Check,Purchase,22502
T01709,A00327,2015-03-09,Debit_Card,Deposit,86046
T01710,A00533,2017-03-14,Cash,Transfer,94252
T01711,A00279,2020-08-26,Credit_Card,Withdrawal,62431
T01712,A00818,2021-04-07,Credit_Card,Deposit,50887
T01713,A00862,2019-09-07,Credit_Card,Deposit,76319
T01714,A00212,2016-08-08,Cash,Deposit,68795
T01715,A00884,2022-11-18,Cash,Purchase,12289
T01716,A00825,2016-04-19,Credit_Card,Deposit,96786
T01717,A00747,2023-07-05,Debit_Card,Purchase,74221
T01718,A00978,2018-12-21,Credit_Card,Purchase,31327
T01719,A00522,2022-04-05,Cash,Withdrawal,56033
T01720,A00786,2023-03-08,Cash,Deposit,2584
T01721,A00396,2017-03-25,Check,Purchase,64068
T01722,A00071,2014-07-11,Debit_Card,Purchase,86047
T01723,A00698,2016-04-07,Check,Deposit,68411
T01724,A00831,2016-09-19,Credit_Card,Deposit,75710
T01725,A00086,2018-10-24,Credit_Card,Withdrawal,18226
T01726,A00073,2020-10-02,Credit_Card,Transfer,54121
T01727,A00817,2016-03-17,Credit_Card,Withdrawal,48532
T01728,A00264,2020-11-16,Credit_Card,Purchase,39129
T01729,A00806,2015-02-08,Cash,Withdrawal,29511
T01730,A00662,2019-08-07,Cash,Deposit,15631
T01731,A00445,2015-08-26,Check,Purchase,72549
T01732,A00778,2021-09-23,Cash,Transfer,58671
T01733,A00414,2016-06-01,Check,Purchase,20520
T01734,A00020,2019-12-20,Cash,Deposit,43909
T01735,A00345,2016-08-09,Check,Transfer,66898
T01736,A00467,2021-10-19,Credit_Card,Deposit,8839
T01737,A00657,2017-09-30,Credit_Card,Withdrawal,62910
T01738,A00761,2019-02-25,Check,Deposit,66090
T01739,A00606,2017-11-15,Cash,Transfer,87266
T01740,A00301,2015-11-30,Check,Withdrawal,86082
T01741,A00355,2021-04-14,Debit_Card,Purchase,74250
T01742,A00769,2022-05-23,Cash,Withdrawal,15546
T01743,A00161,2023-01-11,Cash,Transfer,60742
T01744,A00931,2023-05-29,Cash,Deposit,33703
T01745,A00354,2014-11-27,Cash,Deposit,24614
T01746,A00072,2019-04-10,Cash,Purchase,83453
T01747,A00990,2023-01-07,Credit_Card,Deposit,37173
T01748,A00421,2017-04-29,Cash,Withdrawal,12379
T01749,A00879,2022-07-02,Cash,Purchase,59012
T01750,A00493,2021-01-11,Debit_Card,Withdrawal,86070
T01751,A00720,2021-09-12,Credit_Card,Purchase,49005
T01752,A00375,2018-07-27,Check,Deposit,38934
T01753,A00762,2014-09-11,Cash,Purchase,82483
T01754,A00139,2018-11-08,Debit_Card,Transfer,86192
T01755,A00790,2019-08-27,Cash,Purchase,52436
T01756,A00815,2015-07-26,Credit_Card,Deposit,55053
T01757,A00801,2023-02-28,Check,Transfer,13855
T01758,A00570,2017-01-07,Cash,Purchase,55495
T01759,A00514,2017-04-11,Check,Purchase,72393
T01760,A00664,2014-05-07,Credit_Card,Deposit,80603
T01761,A00516,2019-10-28,Credit_Card,Transfer,76297
T01762,A00450,2021-02-28,Check,Transfer,91174
T01763,A00496,2015-02-27,Credit_Card,Purchase,54332
T01764,A00592,2014-04-18,Debit_Card,Withdrawal,77158
T01765,A00667,2020-02-25,Credit_Card,Transfer,82765
T01766,A00741,2018-05-12,Debit_Card,Transfer,67418
T01767,A00802,2023-05-24,Debit_Card,Deposit,51361
T01768,A00976,2020-07-27,Debit_Card,Withdrawal,99836
T01769,A00714,2021-11-07,Credit_Card,Transfer,6374
T01770,A00699,2021-01-24,Credit_Card,Purchase,43084
T01771,A00186,2022-06-18,Debit_Card,Purchase,5979
T01772,A00772,2017-11-22,Cash,Purchase,27221
T01773,A00199,2015-10-24,Check,Deposit,78574
T01774,A00254,2022-12-26,Cash,Withdrawal,22493
T01775,A00635,2015-04-04,Debit_Card,Purchase,15909
T01776,A00131,2021-04-06,Check,Purchase,34916
T01777,A00618,2019-06-27,Check,Purchase,3965
T01778,A00996,2020-04-29,Cash,Deposit,18690
T01779,A00598,2015-12-11,Credit_Card,Withdrawal,76168
T01780,A00884,2023-03-22,Debit_Card,Purchase,396
T01781,A00909,2018-05-05,Check,Withdrawal,2845
T01782,A00109,2020-11-20,Debit_Card,Purchase,30082
T01783,A00638,2020-08-10,Cash,Transfer,36448
T01784,A00011,2018-08-27,Check,Transfer,70643
T01785,A00788,2021-07-07,Credit_Card,Withdrawal,17095
T01786,A00897,2022-11-20,Debit_Card,Transfer,40758
T01787,A00290,2013-10-26,Credit_Card,Deposit,87365
T01788,A00012,2023-08-11,Cash,Transfer,83639
T01789,A00878,2022-08-19,Debit_Card,Deposit,74924
T01790,A00308,2023-06-08,Credit_Card,Transfer,12586
T01791,A00987,2015-01-11,Cash,Purchase,38902
T01792,A00928,2018-04-29,Check,Transfer,90980
T01793,A00966,2021-10-11,Cash,Withdrawal,33162
T01794,A00014,2022-05-05,Credit_Card,Deposit,15666
T01795,A00997,2023-05-11,Check,Deposit,55196
T01796,A00601,2016-06-06,Debit_Card,Deposit,47459
T01797,A00672,2018-10-06,Check,Withdrawal,85002
T01798,A00192,2019-01-04,Cash,Deposit,58962
T01799,A00400,2017-06-08,Credit_Card,Withdrawal,6908
T01800,A00979,2016-11-14,Cash,Transfer,19634
T01801,A00602,2020-03-07,Debit_Card,Deposit,44874
T01802,A00066,2022-01-31,Check,Deposit,28488
T01803,A00549,2019-03-10,Debit_Card,Transfer,69682
T01804,A00705,2023-05-30,Credit_Card,Deposit,97261
T01805,A00209,2014-04-11,Credit_Card,Transfer,51943
T01806,A00895,2021-01-23,Cash,Transfer,95794
T01807,A00936,2022-10-20,Debit_Card,Transfer,94878
T01808,A00596,2022-10-25,Check,Withdrawal,54721
T01809,A00949,2018-03-08,Check,Purchase,53080
T01810,A00972,2017-07-23,Cash,Purchase,52968
T01811,A00076,2015-04-17,Debit_Card,Purchase,81346
T01812,A00397,2016-05-12,Cash,Withdrawal,79111
T01813,A00278,2023-05-05,Cash,Deposit,60366
T01814,A00975,2019-04-28,Cash,Deposit,19052
T01815,A00592,2014-05-12,Check,Purchase,51941
T01816,A00634,2015-04-17,Credit_Card,Withdrawal,47703
T01817,A00377,2019-12-31,Cash,Purchase,85998
T01818,A00275,2014-08-28,Debit_Card,Transfer,37742
T01819,A00136,2018-01-20,Check,Purchase,45316
T01820,A00605,2019-08-12,Debit_Card,Withdrawal,38328
T01821,A00047,2018-05-23,Check,Transfer,50223
T01822,A00765,2017-03-18,Debit_Card,Deposit,72634
T01823,A00937,2017-05-11,Check,Withdrawal,15562
T01824,A00806,2017-10-15,Credit_Card,Transfer,94827
T01825,A00441,2021-02-10,Credit_Card,Withdrawal,57093
T01826,A00680,2014-08-14,Cash,Withdrawal,24744
T01827,A00880,2019-01-12,Cash,Purchase,5503
T01828,A00258,2019-01-28,Debit_Card,Deposit,14889
T01829,A00372,2017-02-13,Credit_Card,Withdrawal,80420
T01830,A00732,2013-12-26,Debit_Card,Transfer,84633
T01831,A00393,2023-01-30,Debit_Card,Withdrawal,46633
T01832,A00926,2021-02-11,Check,Purchase,39717
T01833,A00432,2022-08-25,Credit_Card,Transfer,90355
T01834,A00965,2018-07-27,Debit_Card,Purchase,93491
T01835,A00231,2016-04-23,Check,Purchase,27161
T01836,A00654,2022-10-08,Debit_Card,Purchase,64045
T01837,A00821,2021-06-20,Debit_Card,Deposit,6742
T01838,A00698,2014-06-11,Debit_Card,Withdrawal,40141
T01839,A00500,2013-11-25,Check,Withdrawal,55583
T01840,A00006,2015-07-25,Check,Deposit,77904
T01841,A00956,2018-05-14,Cash,Deposit,73242
T01842,A00057,2019-10-11,Credit_Card,Transfer,18617
T01843,A00632,2020-11-10,Credit_Card,Purchase,94951
T01844,A00967,2020-04-20,Credit_Card,Purchase,88134
T01845,A00104,2022-10-10,Credit_Card,Deposit,57986
T01846,A00883,2015-03-30,Check,Transfer,85680
T01847,A00074,2020-10-08,Cash,Purchase,77048
T01848,A00419,2020-03-08,Cash,Withdrawal,5682
T01849,A00439,2020-09-29,Credit_Card,Purchase,72994
T01850,A00652,2022-04-01,Credit_Card,Purchase,73650
T01851,A00955,2018-03-13,Debit_Card,Withdrawal,93753
T01852,A00560,2014-06-10,Cash,Purchase,67430
T01853,A00318,2022-06-05,Credit_Card,Withdrawal,89784
T01854,A00418,2023-08-04,Debit_Card,Transfer,92788
T01855,A00289,2015-02-23,Credit_Card,Purchase,53422
T01856,A00209,2022-03-05,Cash,Deposit,89701
T01857,A00654,2014-10-11,Credit_Card,Withdrawal,12834
T01858,A00017,2018-03-23,Credit_Card,Withdrawal,96007
T01859,A00721,2018-05-26,Cash,Purchase,18830
T01860,A00313,2016-01-10,Check,Deposit,65286
T01861,A00706,2021-12-24,Cash,Withdrawal,42618
T01862,A00760,2020-06-11,Cash,Withdrawal,13311
T01863,A00848,2017-07-22,Check,Purchase,29217
T01864,A00179,2017-11-06,Check,Purchase,79758
T01865,A00276,2020-01-24,Cash,Deposit,12701
T01866,A00693,2017-11-22,Credit_Card,Deposit,17679
T01867,A00217,2018-01-13,Check,Purchase,75161
T01868,A00510,2017-01-27,Debit_Card,Deposit,30543
T01869,A00599,2016-03-29,Credit_Card,Withdrawal,47148
T01870,A00953,2018-01-28,Check,Transfer,10137
T01871,A00836,2018-07-09,Debit_Card,Deposit,36071
T01872,A00291,2019-09-01,Cash,Deposit,11342
T01873,A00338,2014-12-06,Debit_Card,Transfer,79851
T01874,A00155,2021-09-17,Debit_Card,Deposit,82560
T01875,A00540,2021-12-24,Debit_Card,Purchase,35560
T01876,A00279,2016-11-22,Cash,Withdrawal,56698
T01877,A00540,2021-06-12,Debit_Card,Deposit,8739
T01878,A00217,2014-12-04,Credit_Card,Withdrawal,354
T01879,A00495,2022-05-25,Cash,Transfer,16036
T01880,A00302,2014-09-03,Cash,Transfer,91063
T01881,A00748,2020-07-27,Debit_Card,Withdrawal,97629
T01882,A00454,2017-07-19,Credit_Card,Deposit,55810
T01883,A00268,2021-09-15,Cash,Transfer,7445
T01884,A00879,2021-01-22,Cash,Withdrawal,33418
T01885,A00736,2016-06-22,Credit_Card,Transfer,95856
T01886,A00764,2020-04-12,Cash,Deposit,17131
T01887,A00011,2022-06-19,Cash,Deposit,1385
T01888,A00199,2023-01-16,Credit_Card,Transfer,68524
T01889,A00497,2023-02-06,Credit_Card,Deposit,33102
T01890,A00028,2017-04-25,Debit_Card,Transfer,451
T01891,A00311,2020-05-06,Cash,Transfer,28096
T01892,A00662,2021-01-09,Cash,Purchase,75253
T01893,A00028,2022-10-11,Debit_Card,Purchase,91218
T01894,A00294,2014-09-13,Credit_Card,Withdrawal,96909
T01895,A00370,2023-04-29,Cash,Withdrawal,74723
T01896,A00703,2021-09-30,Credit_Card,Deposit,59573
T01897,A00745,2022-01-16,Credit_Card,Transfer,22699
T01898,A00988,2021-05-29,Cash,Deposit,19048
T01899,A00462,2014-12-06,Cash,Deposit,77450
T01900,A00803,2017-04-05,Cash,Withdrawal,9156
T01901,A00411,2018-12-22,Cash,Deposit,62393
T01902,A00479,2020-04-17,Check,Withdrawal,22232
T01903,A00616,2018-10-20,Debit_Card,Deposit,84548
T01904,A00833,2018-10-18,Debit_Card,Withdrawal,54751
T01905,A00027,2019-05-10,Debit_Card,Withdrawal,97331
T01906,A00847,2015-04-14,Cash,Transfer,87876
T01907,A00739,2013-10-16,Cash,Deposit,78672
T01908,A00955,2017-11-25,Debit_Card,Deposit,4443
T01909,A00632,2016-02-11,Cash,Deposit,1273
T01910,A00216,2019-01-22,Credit_Card,Transfer,37108
T01911,A00367,2018-03-28,Debit_Card,Deposit,68267
T01912,A00025,2016-01-10,Credit_Card,Transfer,72646
T01913,A00380,2015-03-21,Debit_Card,Deposit,45720
T01914,A00032,2015-11-27,Debit_Card,Purchase,90486
T01915,A00339,2016-04-10,Credit_Card,Withdrawal,39365
T01916,A00325,2021-11-17,Credit_Card,Deposit,25909
T01917,A00985,2018-04-20,Debit_Card,Withdrawal,51673
T01918,A00353,2023-05-01,Credit_Card,Withdrawal,91953
T01919,A00446,2017-07-30,Debit_Card,Purchase,27948
T01920,A00762,2020-10-16,Debit_Card,Deposit,74810
T01921,A00042,2016-02-07,Cash,Transfer,18088
T01922,A00600,2017-01-01,Credit_Card,Deposit,90799
T01923,A00052,2021-05-16,Check,Withdrawal,13476
T01924,A00528,2017-05-10,Cash,Purchase,32348
T01925,A00767,2013-12-09,Credit_Card,Transfer,48879
T01926,A00835,2020-07-03,Credit_Card,Deposit,83865
T01927,A00704,2022-10-23,Check,Deposit,5604
T01928,A00064,2023-04-25,Check,Withdrawal,58442
T01929,A00655,2020-09-03,Check,Withdrawal,1954
T01930,A00624,2019-07-20,Debit_Card,Withdrawal,2416
T01931,A00638,2016-07-10,Credit_Card,Transfer,9259
T01932,A00635,2019-03-09,Cash,Transfer,8859
T01933,A00701,2015-10-24,Debit_Card,Transfer,25642
T01934,A00544,2021-12-16,Cash,Transfer,21128
T01935,A00206,2020-12-17,Check,Withdrawal,69261
T01936,A00978,2021-04-17,Debit_Card,Withdrawal,63642
T01937,A00976,2023-02-11,Cash,Purchase,9465
T01938,A00255,2021-05-15,Check,Deposit,15915
T01939,A00050,2019-08-25,Check,Transfer,66724
T01940,A00134,2016-11-02,Credit_Card,Purchase,23173
T01941,A00125,2018-05-15,Debit_Card,Withdrawal,53157
T01942,A00539,2021-10-23,Check,Deposit,1812
T01943,A00675,2017-09-03,Credit_Card,Withdrawal,64583
T01944,A00857,2015-09-20,Credit_Card,Transfer,49316
T01945,A00405,2013-11-30,Cash,Transfer,97467
T01946,A00297,2014-12-24,Debit_Card,Purchase,68578
T01947,A00118,2013-10-16,Cash,Purchase,24396
T01948,A00695,2016-09-19,Cash,Deposit,73744
T01949,A00350,2015-08-20,Check,Purchase,51587
T01950,A00831,2022-03-04,Check,Purchase,81517
T01951,A00731,2015-07-12,Credit_Card,Withdrawal,23595
T01952,A00151,2020-11-03,Credit_Card,Withdrawal,46748
T01953,A00849,2019-04-25,Check,Withdrawal,47115
T01954,A00212,2015-06-19,Cash,Transfer,574
T01955,A00885,2016-03-17,Debit_Card,Transfer,5794
T01956,A00173,2014-04-05,Cash,Purchase,96295
T01957,A00067,2023-01-27,Debit_Card,Transfer,88867
T01958,A00688,2020-07-12,Debit_Card,Purchase,55852
T01959,A00783,2018-06-16,Cash,Purchase,65354
T01960,A00506,2017-05-25,Debit_Card,Transfer,15627
T01961,A00414,2018-06-02,Debit_Card,Withdrawal,57802
T01962,A00789,2021-09-20,Check,Purchase,77297
T01963,A00492,2015-07-28,Check,Deposit,91084
T01964,A01000,2016-02-19,Cash,Purchase,88577
T01965,A00456,2022-01-24,Check,Transfer,50057
T01966,A00287,2019-12-21,Check,Withdrawal,74548
T01967,A00326,2017-09-26,Cash,Withdrawal,82781
T01968,A00625,2016-07-10,Credit_Card,Purchase,32715
T01969,A00307,2016-08-24,Debit_Card,Deposit,86634
